customer_id,mean,median,max,min,membership_period
HI013994,3.583333333,3.5,6,1,38
HI652550,5,5,9,1,38
AS950313,3.916666667,4,6,2,38
OA760582,4.166666667,4.5,6,2,38
PL255830,3.916666667,3,8,3,38
IK810639,3.916666667,4,6,1,38
PL080089,4.333333333,4,7,2,38
GD862639,4,4,8,1,38
IK594280,4.75,5,7,2,38
AS961301,3.75,4,7,2,38
OA082154,4.583333333,4.5,7,2,38
GD125079,3.75,3.5,7,2,38
IK520591,4.833333333,5,7,2,38
HI792024,4.166666667,4,6,2,38
AS704643,4.833333333,4.5,9,3,38
TS186053,4.75,5,6,3,38
IK031542,4.333333333,4.5,8,1,38
OA844565,4.333333333,4,7,2,38
OA657660,5.166666667,5,8,3,38
GD489148,4.583333333,5,7,2,38
HI828919,4.583333333,4.5,7,2,38
IK572159,5.25,5.5,7,3,38
TS165036,4.416666667,4,7,2,38
HI288209,4.333333333,4,9,3,38
OA433460,4.25,5,7,1,38
OA270440,4.166666667,4,7,2,38
TS369665,4.583333333,4.5,8,2,38
TS536631,4.583333333,5,7,1,38
PL877142,5,5,7,2,38
HD769845,4.666666667,5,7,2,38
PL666557,4.833333333,5,7,2,38
IK508589,4.583333333,5,8,2,38
IK612587,4.666666667,4.5,8,2,38
TS504594,4.25,4.5,6,2,38
HD134597,4.666666667,4,11,2,38
AS346579,4.666666667,4.5,7,3,38
HI471204,4.333333333,4,7,1,38
GD859439,5.083333333,5,10,2,38
HD280205,4.25,4,6,2,38
TS349914,4.25,4.5,6,1,38
GD269619,4.166666667,4.5,7,1,38
PL941924,4,4,7,1,37
AS621552,5.25,5.5,8,2,37
TS925945,4.416666667,4.5,6,3,37
HI653573,5,5,7,3,37
OA707923,4.5,4.5,7,2,37
GD094886,4.333333333,4.5,6,3,37
AS240190,5,5,8,2,37
OA876184,5.416666667,5.5,7,2,37
AS756586,4.833333333,5.5,7,2,37
AS211927,4.75,4,8,3,37
IK871588,4.916666667,4.5,8,3,37
AS371310,4.75,5,6,1,37
OA184199,4.333333333,4.5,8,1,37
AS826583,4.083333333,3.5,8,2,37
AS648913,5.083333333,5,8,2,37
AS410205,4.5,4.5,7,2,37
AS320552,4.666666667,5,8,2,37
OA959837,4.833333333,5,8,3,37
TS161188,4.75,5,7,2,37
PL112227,3.916666667,4,6,2,37
IK228443,5.25,5.5,7,3,37
TS283431,4.583333333,5,7,1,37
GD364043,4.833333333,5,7,3,37
AS945488,5.083333333,5,6,2,37
TS381496,4.916666667,5,7,3,37
AS766856,4.166666667,4,7,2,37
GD183457,5.583333333,5,8,3,37
HI468152,4.833333333,5,8,2,37
GD455671,4.25,4.5,7,1,37
PL660410,4.166666667,4.5,7,2,37
PL142274,4.916666667,5,7,3,37
OA554076,4.166666667,4.5,6,2,37
OA052506,4.166666667,4,7,1,37
IK125726,4.833333333,4.5,7,3,37
IK686301,3.833333333,4,6,1,37
HI245995,5.166666667,5.5,10,1,37
HD095957,5,5,8,2,37
PL163967,4,3.5,6,1,37
TS253407,4.5,4,7,3,37
AS516140,5,5.5,7,3,37
HI153809,4.666666667,4.5,8,2,37
IK003477,3.833333333,4,5,2,37
HI859532,5,5,7,2,37
AS467237,4.166666667,4.5,7,1,37
AS353422,4.916666667,5,8,2,37
GD406715,5.416666667,5,7,3,37
IK015821,4.5,5,6,2,37
HI879414,4.25,4,6,2,37
HI207932,4.25,4.5,7,1,37
HI770890,4.5,4.5,9,2,37
HD344670,4.416666667,5,6,2,37
HD572934,5,5,9,2,37
GD531554,3.75,4,5,2,37
HI652401,4.583333333,5,7,2,37
HI990855,4.5,4.5,7,1,37
OA620655,4.666666667,4.5,8,1,36
OA953837,4.5,4,8,2,36
AS251112,4.666666667,5,6,3,36
PL371500,5.083333333,5.5,7,2,36
HI173027,4.416666667,4,8,2,36
PL013667,5.25,5,8,3,36
IK192713,3.916666667,3.5,6,2,36
PL624566,4.25,4,7,1,36
HI699568,4.666666667,4.5,7,3,36
TS420499,4.25,4,6,2,36
OA329115,4.833333333,5,8,2,36
HD921002,4.916666667,5,7,2,36
GD228250,5.166666667,5,8,3,36
TS849234,4.166666667,4,8,2,36
HD309501,4.583333333,4.5,6,3,36
GD083655,5.166666667,5,9,2,36
OA721349,4.75,4,7,3,36
PL136126,4.5,4.5,6,3,36
TS190609,4.583333333,4,6,3,36
IK477438,4.916666667,4.5,8,2,36
PL003181,3.916666667,3.5,6,2,36
HI150416,5.25,6,8,2,36
AS992895,3.5,3,9,1,36
TS665963,4.75,4.5,8,2,36
TS094676,5.25,5,10,2,36
IK228318,5.25,6,8,3,36
GD182990,4.25,4,6,3,36
AS108195,4.166666667,4,6,2,36
GD994213,4.166666667,4,6,1,36
PL913199,4.666666667,4.5,7,3,36
PL884593,4.333333333,4.5,7,2,36
HI492596,4.666666667,4.5,7,3,36
HI421707,4.833333333,5,9,2,36
HI181798,5,5,8,2,36
AS574816,4.333333333,4.5,6,2,36
PL682733,4.916666667,5,7,2,36
AS896608,4.75,4.5,8,2,36
HD074404,5.083333333,5,7,3,36
HI754520,4.083333333,4,6,3,36
HD984626,4.75,4,9,1,36
PL407755,3.916666667,4,6,1,36
PL998358,4.5,4.5,7,2,36
GD099906,4.333333333,4,7,3,36
PL495290,5,5,7,3,36
IK037674,4.916666667,5,8,3,36
HD019297,4.25,4.5,6,2,36
HI959268,4.5,4,7,2,36
PL966722,4.5,5,7,1,36
PL502982,5.333333333,5,7,4,36
IK584998,3.583333333,3.5,6,1,36
HI450069,4.666666667,4.5,7,3,36
AS534058,4.083333333,3.5,6,3,36
HI764799,4.333333333,4.5,6,2,36
OA046054,4,4,6,1,36
AS581751,5.083333333,5,8,1,36
HD721014,5.166666667,5,7,4,36
HI683278,3.833333333,4,5,2,36
TS511179,3,3,3,3,23
OA814667,5.25,5,8,2,35
OA642994,4.916666667,4.5,8,2,35
TS753554,4.5,4.5,6,3,35
TS220587,5.166666667,5,8,3,35
TS268882,4.333333333,4,6,3,35
OA967616,4.666666667,5,6,2,35
GD537233,5.083333333,5.5,8,2,35
OA694885,3.666666667,3,6,2,35
OA369571,4.5,5,7,2,35
PL459045,5,5.5,8,2,35
IK571566,4.666666667,5,6,2,35
HI559946,4.5,5,7,2,35
OA113186,4.833333333,5,7,3,35
PL471336,5,5,8,2,35
AS273414,4.5,4.5,8,2,35
AS036678,5.083333333,5.5,8,2,35
OA940460,4.25,3.5,8,1,35
GD387236,4.833333333,5.5,6,2,35
HI387953,4.5,5,7,2,35
IK953897,5.083333333,5,8,1,35
TS443736,3,3,3,3,23
HD542886,1,1,1,1,23
IK614204,5.166666667,5,9,3,35
GD350549,4.583333333,4.5,7,2,35
HD327348,4.583333333,5,7,2,35
OA836088,5.166666667,5,9,3,35
IK446361,4.583333333,4.5,7,3,35
HD491284,4.416666667,4,8,2,35
AS994696,4.833333333,5,7,3,35
HD206448,5.083333333,5,7,2,35
PL181118,4.666666667,4.5,7,2,35
