,A,B,"dict(A,B)",#(A)+#(B)
147,1839,2152,0.0,2
148,2086,2240,0.0,2
149,1926,1972,0.0,2
150,1704,1726,0.0,2
151,1737,4342,0.0,3
152,1662,1665,0.0,2
153,2385,2391,0.0,2
154,2362,2363,0.0,2
155,2415,4346,0.0,3
156,2899,3342,0.0,2
157,3695,4348,0.0,3
158,3984,4349,0.0,4
159,1654,1666,0.0,2
160,1667,4351,0.0,3
161,1668,4352,0.0,4
162,1672,4353,0.0,5
163,1673,4354,0.0,6
164,1694,4355,0.0,7
165,1696,4356,0.0,8
166,1552,1590,0.0,2
167,1660,4358,0.0,3
168,1750,4359,0.0,4
169,1712,1714,0.0,2
170,1715,4361,0.0,3
171,1721,4362,0.0,4
172,1725,4363,0.0,5
173,1802,4364,0.0,6
174,1828,1863,0.0,2
175,1865,4366,0.0,3
176,1911,1912,0.0,2
177,1917,4368,0.0,3
178,1919,4369,0.0,4
179,1920,4370,0.0,5
180,2074,2201,0.0,2
181,2209,2211,0.0,2
182,2212,4373,0.0,3
183,2213,4374,0.0,4
184,2214,4375,0.0,5
185,2306,4376,0.0,6
186,2320,2321,0.0,2
187,2326,4378,0.0,3
188,2392,4379,0.0,4
189,2359,2397,0.0,2
190,2399,4381,0.0,3
191,2644,2647,0.0,2
192,1167,1168,0.0,2
193,3448,3468,0.0,2
194,3839,4385,0.0,3
195,403,423,0.0,2
196,523,534,0.0,2
197,226,234,0.0,2
198,454,475,0.0,2
199,790,812,0.0,2
200,783,792,0.0,2
201,800,818,0.0,2
202,869,892,0.0,2
203,85,87,0.0,2
204,174,176,0.0,2
205,1,29,0.0,2
206,620,626,0.0,2
207,753,757,0.0,2
208,842,888,0.0,2
209,909,918,0.0,2
210,981,4401,0.0,3
211,956,964,0.0,2
212,924,967,0.0,2
213,858,866,0.0,2
214,780,833,0.0,2
215,721,737,0.0,2
216,750,4407,0.0,3
217,1297,1312,0.0,2
218,1287,1307,0.0,2
219,244,306,0.0,2
220,199,235,0.0,2
221,26,47,0.0,2
222,401,402,0.0,2
223,465,480,0.0,2
224,659,680,0.0,2
225,682,4416,0.0,3
226,701,4417,0.0,4
227,97,127,0.0,2
228,971,977,0.0,2
229,184,219,0.0,2
230,437,491,0.0,2
231,462,484,0.0,2
232,897,905,0.0,2
233,1003,1030,0.0,2
234,1004,1017,0.0,2
235,1032,4426,0.0,3
236,1034,1048,0.0,2
237,1162,1173,0.0,2
238,1221,1253,0.0,2
239,1291,1338,0.0,2
240,1343,4431,0.0,3
241,1339,1341,0.0,2
242,1385,1419,0.0,2
243,1447,1479,0.0,2
244,1237,1261,0.0,2
245,940,953,0.0,2
246,1150,1176,0.0,2
247,1187,4438,0.0,3
248,1273,1347,0.0,2
249,1505,1521,0.0,2
250,999,1036,0.0,2
251,1485,1490,0.0,2
252,1513,1559,0.0,2
253,1499,1592,0.0,2
254,1422,1492,0.0,2
255,2316,2327,0.0,2
256,1134,1135,0.0,2
257,1011,1052,0.0,2
258,1893,1977,0.0,2
259,143,154,0.0,2
260,168,4451,0.0,3
261,801,809,0.0,2
262,988,1042,0.0,2
263,731,734,0.0,2
264,1619,1671,0.0,2
265,1348,1414,0.0,2
266,2266,2303,0.0,2
267,1573,1576,0.0,2
268,2064,2067,0.0,2
269,2146,2202,0.0,2
270,2248,2323,0.0,2
271,2267,2271,0.0,2
272,1896,1952,0.0,2
273,1707,1758,0.0,2
274,2568,2593,0.0,2
275,2609,4466,0.0,3
276,2864,2951,0.0,2
277,901,1062,0.0,2
278,1681,1691,0.0,2
279,1631,1636,0.0,2
280,1641,1647,0.0,2
281,1720,1792,0.0,2
282,1925,1939,0.0,2
283,1951,1971,0.0,2
284,1990,4475,0.0,3
285,1895,1928,0.0,2
286,2008,4477,0.0,3
287,1813,1846,0.0,2
288,1897,1970,0.0,2
289,1739,1783,0.0,2
290,2056,2063,0.0,2
291,2432,2494,0.0,2
292,2508,2560,0.0,2
293,2140,2163,0.0,2
294,2222,4485,0.0,3
295,2168,2172,0.0,2
296,2254,2300,0.0,2
297,2575,2608,0.0,2
298,3514,3568,0.0,2
299,2018,2030,0.0,2
300,2338,2383,0.0,2
301,2371,2433,0.0,2
302,2618,2719,0.0,2
303,2496,2545,0.0,2
304,3939,3956,0.0,2
305,2261,2264,0.0,2
306,2654,2714,0.0,2
307,3813,3874,0.0,2
308,4009,4018,0.0,2
309,3991,4045,0.0,2
310,3127,3507,0.0,2
311,3763,4502,0.0,3
312,1907,1930,0.0,2
313,2351,2428,0.0,2
314,2565,2595,0.0,2
315,2773,2782,0.0,2
316,3807,3891,0.0,2
317,3900,4508,0.0,3
318,4089,4111,0.0,2
319,4114,4510,0.0,3
320,3275,3335,0.0,2
321,3561,4512,0.0,3
322,4099,4513,0.0,4
323,2733,2791,0.0,2
324,2774,2790,0.0,2
325,3048,3174,0.0,2
326,3428,3469,0.0,2
327,3198,3298,0.0,2
328,3347,4519,0.0,3
329,3226,3271,0.0,2
330,3255,3282,0.0,2
331,3589,3615,0.0,2
332,3642,4523,0.0,3
333,3770,3805,0.0,2
334,3811,3910,0.0,2
335,3475,3481,0.0,2
336,3185,3332,0.0,2
337,3632,3660,0.0,2
338,3487,3556,0.0,2
339,3828,3854,0.0,2
340,3867,4531,0.0,3
341,3892,4532,0.0,4
342,3907,4533,0.0,5
343,3944,4534,0.0,6
344,3953,4535,0.0,7
345,4037,4048,0.0,2
346,3492,3574,0.0,2
347,3676,3710,0.0,2
348,3820,3845,0.0,2
349,3847,4540,0.0,3
350,3614,3666,0.0,2
351,3826,3890,0.0,2
352,3920,4543,0.0,3
353,3957,4544,0.0,4
354,3902,3951,0.0,2
355,3351,3376,0.0,2
356,3855,3865,0.0,2
357,3894,4548,0.0,3
358,3965,3976,0.0,2
359,3978,4550,0.0,3
360,3981,4551,0.0,4
361,4031,4552,0.0,5
362,4032,4553,0.0,6
363,3831,3904,0.0,2
364,3913,4555,0.0,3
365,3926,4556,0.0,4
366,3823,3842,0.0,2
367,3862,4558,0.0,3
368,3950,4559,0.0,4
369,3817,3830,0.0,2
370,3896,4561,0.0,3
371,3960,4562,0.0,4
372,3431,3443,0.0,2
373,2997,3176,0.0,2
374,3595,3645,0.0,2
375,3764,3788,0.0,2
376,3893,3897,0.0,2
377,3200,3260,0.0,2
378,3809,3857,0.0,2
379,3872,3916,0.0,2
380,3952,4571,0.0,3
381,3806,3848,0.0,2
382,3928,4573,0.0,3
383,4094,4095,0.0,2
384,2958,3665,0.0,2
385,3716,4576,0.0,3
386,3986,3993,0.0,2
387,4040,4578,0.0,3
388,4065,4071,0.0,2
389,3387,3432,0.0,2
390,3454,4581,0.0,3
391,3781,3801,0.0,2
392,3856,3870,0.0,2
393,3919,4584,0.0,3
394,3942,4585,0.0,4
395,3598,3621,0.0,2
396,4010,4043,0.0,2
397,3840,3885,0.0,2
398,3887,4589,0.0,3
399,3912,4590,0.0,4
400,4056,4063,0.0,2
401,4113,4592,0.0,3
402,4005,4026,0.0,2
403,4046,4594,0.0,3
404,4052,4595,0.0,4
405,3822,3844,0.0,2
406,3914,4597,0.0,3
407,3969,4013,0.0,2
408,4019,4599,0.0,3
409,3610,3616,0.0,2
410,3673,4601,0.0,3
411,3741,3802,0.0,2
412,3879,3895,0.0,2
413,3961,4604,0.0,3
414,3963,3977,0.0,2
415,4047,4606,0.0,3
416,4069,4080,0.0,2
417,4105,4608,0.0,3
418,4108,4609,0.0,4
419,4109,4610,0.0,5
420,4110,4611,0.0,6
421,3812,3824,0.0,2
422,3881,4613,0.0,3
423,3921,4614,0.0,4
424,4012,4041,0.0,2
425,3402,3474,0.0,2
426,3696,3712,0.0,2
427,3968,3999,0.0,2
428,4003,4619,0.0,3
429,4028,4620,0.0,4
430,4039,4621,0.0,5
431,3832,3858,0.0,2
432,3875,4623,0.0,3
433,3903,4624,0.0,4
434,3911,4625,0.0,5
435,3997,4034,0.0,2
436,4072,4085,0.0,2
437,3877,3918,0.0,2
438,3964,3971,0.0,2
439,4051,4630,0.0,3
440,4078,4098,0.0,2
441,4119,4632,0.0,3
442,4122,4633,0.0,4
443,3989,4042,0.0,2
444,4062,4096,0.0,2
445,4115,4636,0.0,3
446,4131,4159,0.0,2
447,4164,4638,0.0,3
448,4175,4639,0.0,4
449,4177,4640,0.0,5
450,4185,4641,0.0,6
451,1655,1751,0.0,2
452,2583,2589,0.0,2
453,1706,1735,0.0,2
454,2302,2308,0.0,2
455,2294,2295,0.0,2
456,3463,3677,0.0,2
457,3979,4648,0.0,3
458,3249,3679,0.0,2
459,3536,3810,0.0,2
460,3133,3419,0.0,2
461,3838,4652,0.0,3
462,3113,3273,0.0,2
463,3446,4654,0.0,3
464,3794,4655,0.0,4
465,2834,3587,0.0,2
466,2840,3018,0.0,2
467,3088,4658,0.0,3
468,2935,2990,0.0,2
469,3225,4660,0.0,3
470,3841,4661,0.0,4
471,3922,4662,0.0,5
472,3925,4663,0.0,6
473,2900,3183,0.0,2
474,3205,4665,0.0,3
475,3258,4666,0.0,4
476,3755,4667,0.0,5
477,1898,1916,0.0,2
478,2087,4669,0.0,3
479,1868,1871,0.0,2
480,1878,4671,0.0,3
481,1884,4672,0.0,4
482,1973,4673,0.0,5
483,2007,4674,0.0,6
484,1793,1799,0.0,2
485,1866,4676,0.0,3
486,1682,1700,0.0,2
487,1549,1551,0.0,2
488,1553,4679,0.0,3
489,1575,4680,0.0,4
490,1578,4681,0.0,5
491,1588,4682,0.0,6
492,1663,4683,0.0,7
493,1747,4684,0.0,8
494,846,877,0.0,2
495,931,4686,0.0,3
496,708,729,0.0,2
497,785,4688,0.0,3
498,2394,2404,0.0,2
499,2406,4690,0.0,3
500,3547,3943,0.0,2
501,3131,3954,0.0,2
502,554,562,0.0,2
503,798,799,0.0,2
504,624,644,0.0,2
505,269,294,0.0,2
506,297,4697,0.0,3
507,83,114,0.0,2
508,482,486,0.0,2
509,2547,2559,0.0,2
510,2601,4701,0.0,3
511,2750,2956,0.0,2
512,3046,3103,0.0,2
513,2930,3442,0.0,2
514,3169,3345,0.0,2
515,2868,3408,0.0,2
516,3085,3530,0.0,2
517,3638,4708,0.0,3
518,3171,3938,0.0,2
519,138,183,0.0,2
520,368,373,0.0,2
521,336,351,0.0,2
522,503,529,0.0,2
523,518,528,0.0,2
524,1687,2313,0.0,2
525,3053,3306,0.0,2
526,1005,1037,0.0,2
527,2823,2918,0.0,2
528,3309,3407,0.0,2
529,3504,4720,0.0,3
530,3670,4721,0.0,4
531,3033,3241,0.0,2
532,3482,4723,0.0,3
533,3178,3664,0.0,2
534,2992,3399,0.0,2
535,3311,3398,0.0,2
536,3038,3451,0.0,2
537,2825,2995,0.0,2
538,2959,3671,0.0,2
539,3121,3654,0.0,2
540,2915,3375,0.0,2
541,3136,3464,0.0,2
542,3101,3364,0.0,2
543,3076,3115,0.0,2
544,2893,3278,0.0,2
545,3227,3253,0.0,2
546,3478,4737,0.0,3
547,2929,3733,0.0,2
548,3262,3516,0.0,2
549,3032,3368,0.0,2
550,3155,3181,0.0,2
551,3457,4027,0.0,2
552,2134,2136,0.0,2
553,1692,1861,0.0,2
554,2450,2451,0.0,2
555,2467,2475,0.0,2
556,2580,2602,0.0,2
557,2124,2125,0.0,2
558,2091,2095,0.0,2
559,1656,1657,0.0,2
560,1664,4751,0.0,3
561,1697,4752,0.0,4
562,1883,4753,0.0,5
563,2204,2390,0.0,2
564,2505,2787,0.0,2
565,2801,2802,0.0,2
566,2001,2005,0.0,2
567,1718,1719,0.0,2
568,1833,4759,0.0,3
569,1840,4760,0.0,4
570,1965,4761,0.0,5
571,2122,4762,0.0,6
572,2085,2100,0.0,2
573,2246,4764,0.0,3
574,2301,2368,0.0,2
575,2410,4766,0.0,3
576,2352,2379,0.0,2
577,2405,4768,0.0,3
578,2419,4769,0.0,4
579,2529,2691,0.0,2
580,1159,1206,0.0,2
581,2090,2275,0.0,2
582,2101,2102,0.0,2
583,1547,1554,0.0,2
584,1686,4775,0.0,3
585,1669,1679,0.0,2
586,1680,4777,0.0,3
587,1731,4778,0.0,4
588,1698,1728,0.0,2
589,1729,4780,0.0,3
590,1748,4781,0.0,4
591,1831,1864,0.0,2
592,1888,4783,0.0,3
593,2075,2079,0.0,2
594,2210,2305,0.0,2
595,2389,4786,0.0,3
596,2335,2348,0.0,2
597,2417,4788,0.0,3
598,2395,2402,0.0,2
599,2403,4790,0.0,3
600,2407,4791,0.0,4
601,2409,4792,0.0,5
602,2517,4793,0.0,6
603,2599,2615,0.0,2
604,2616,4795,0.0,3
605,2792,2794,0.0,2
606,3825,3859,0.0,2
607,3930,4798,0.0,3
608,4053,4054,0.0,2
609,4057,4800,0.0,3
610,4066,4801,0.0,4
611,4084,4802,0.0,5
612,4103,4803,0.0,6
613,4124,4804,0.0,7
614,3967,4036,0.0,2
615,3970,3987,0.0,2
616,4001,4807,0.0,3
617,4061,4079,0.0,2
618,4083,4809,0.0,3
619,4004,4025,0.0,2
620,3799,3803,0.0,2
621,3931,3933,0.0,2
622,3982,4000,0.0,2
623,4014,4814,0.0,3
624,4033,4815,0.0,4
625,4035,4816,0.0,5
626,4058,4059,0.0,2
627,4060,4818,0.0,3
628,4067,4819,0.0,4
629,4075,4820,0.0,5
630,4081,4821,0.0,6
631,4100,4822,0.0,7
632,4102,4823,0.0,8
633,4116,4824,0.0,9
634,4117,4825,0.0,10
635,4118,4826,0.0,11
636,4123,4827,0.0,12
637,3836,3899,0.0,2
638,3915,4829,0.0,3
639,3958,4830,0.0,4
640,3908,3955,0.0,2
641,2643,4073,0.0,2
642,4128,4133,0.0,2
643,4135,4834,0.0,3
644,4136,4835,0.0,4
645,4137,4836,0.0,5
646,4140,4837,0.0,6
647,4154,4838,0.0,7
648,4163,4839,0.0,8
649,4166,4840,0.0,9
650,4173,4841,0.0,10
651,4181,4842,0.0,11
652,4184,4843,0.0,12
653,4187,4844,0.0,13
654,4189,4845,0.0,14
655,3049,3161,0.0,2
656,3447,3604,0.0,2
657,3750,4848,0.0,3
658,3669,3882,0.0,2
659,3682,3815,0.0,2
660,3336,3501,0.0,2
661,3515,3585,0.0,2
662,4064,4088,0.0,2
663,4092,4854,0.0,3
664,4101,4855,0.0,4
665,4106,4856,0.0,5
666,4107,4857,0.0,6
667,4125,4858,0.0,7
668,4008,4029,0.0,2
669,4076,4091,0.0,2
670,4130,4132,0.0,2
671,4139,4862,0.0,3
672,4142,4863,0.0,4
673,4143,4864,0.0,5
674,4145,4865,0.0,6
675,4147,4866,0.0,7
676,4149,4867,0.0,8
677,4150,4868,0.0,9
678,4151,4869,0.0,10
679,4156,4870,0.0,11
680,4158,4871,0.0,12
681,4162,4872,0.0,13
682,4168,4873,0.0,14
683,4172,4874,0.0,15
684,3623,3992,0.0,2
685,2859,3175,0.0,2
686,2892,3570,0.0,2
687,3884,3937,0.0,2
688,4129,4157,0.0,2
689,4170,4880,0.0,3
690,4183,4881,0.0,4
691,4188,4882,0.0,5
692,4191,4883,0.0,6
693,1675,1676,0.0,2
694,1548,1550,0.0,2
695,1555,4886,0.0,3
696,1826,1827,0.0,2
697,1889,4888,0.0,3
698,1913,2192,0.0,2
699,2077,2078,0.0,2
700,2396,2497,0.0,2
701,2974,3269,0.0,2
702,3683,3776,0.0,2
703,3222,3401,0.0,2
704,4120,4126,0.0,2
705,4134,4146,0.0,2
706,4155,4897,0.0,3
707,4167,4898,0.0,4
708,4174,4899,0.0,5
709,4153,4180,0.0,2
710,4093,4097,0.0,2
711,4127,4138,0.0,2
712,4144,4903,0.0,3
713,4148,4904,0.0,4
714,4152,4905,0.0,5
715,4161,4906,0.0,6
716,4165,4907,0.0,7
717,4169,4908,0.0,8
718,4171,4909,0.0,9
719,4178,4910,0.0,10
720,4179,4911,0.0,11
721,4182,4912,0.0,12
722,4190,4913,0.0,13
723,4141,4160,0.0,2
724,4176,4915,0.0,3
725,4186,4916,0.0,4
726,2135,2548,0.008037778400686757,2
727,2704,3016,0.011366555427768432,2
728,2552,2772,0.018754816455817613,2
729,2118,2158,0.01875481645581778,2
730,2755,4702,0.01875481645581789,4
731,1376,1425,0.018754816455818002,2
732,2243,2660,0.02009444656436199,2
733,1993,2372,0.021921214280400836,2
734,2293,2460,0.023443520991755507,2
735,2386,2888,0.026792594856504426,2
736,1835,2322,0.026792594856504648,2
737,1987,2423,0.026792594856504648,2
738,2241,2488,0.028132224965048636,2
739,1967,2126,0.028132224965048636,2
740,1875,1947,0.028132224965048636,2
741,2247,2480,0.028132224965048636,2
742,2607,2698,0.028132224965048636,2
743,1543,4298,0.028416389132065234,3
744,2422,2905,0.029228285707200707,2
745,2439,4918,0.03572346055886555,3
746,2229,2564,0.03750963347427971,2
747,2217,2464,0.03750963347427971,2
748,2193,4747,0.03750963347427971,3
749,2238,2574,0.03750963347427971,2
750,2669,2941,0.037509633474279824,2
751,2796,3301,0.0375096334742803,2
752,2468,2522,0.03907253442361491,2
753,2720,3094,0.0421983374475734,2
754,206,232,0.046887041420866304,2
755,920,985,0.046887041420866304,2
756,733,4256,0.046887041420866304,5
757,282,4262,0.046887041420866304,3
758,309,348,0.046887041420866304,2
759,387,4271,0.046887041420866304,3
760,461,4272,0.046887041420866304,3
761,410,417,0.046887041420866304,2
762,768,827,0.046887041420866304,2
763,188,4290,0.046887041420866304,3
764,90,111,0.046887041420866304,2
765,696,4292,0.046887041420866304,3
766,2655,2980,0.046887041420866304,2
767,86,108,0.046887041420866304,2
768,2,11,0.046887041420866304,2
769,665,668,0.046887041420866304,2
770,806,4392,0.046887041420866304,3
771,334,342,0.046887041420866304,2
772,793,795,0.046887041420866304,2
773,914,4420,0.046887041420866304,3
774,2029,2109,0.046887041420866304,2
775,2354,2367,0.046887041420866304,2
776,2024,4482,0.046887041420866304,3
777,4486,4487,0.046887041420866304,5
778,2047,4491,0.046887041420866304,3
779,2509,2576,0.046887041420866304,2
780,2598,4506,0.046887041420866304,3
781,2259,2333,0.046887041420866304,2
782,89,99,0.046887041420866304,2
783,328,353,0.046887041420866304,2
784,88,121,0.046887041420866304,2
785,910,968,0.046887041420866304,2
786,640,4192,0.04688704142086633,3
787,1566,4197,0.04688704142086633,4
788,1649,1674,0.04688704142086633,2
789,1322,1337,0.04688704142086633,2
790,1336,4981,0.04688704142086633,3
791,364,4242,0.04688704142086633,3
792,1025,1059,0.04688704142086633,2
793,120,4395,0.04688704142086633,3
794,370,374,0.04688704142086633,2
795,599,4398,0.04688704142086633,3
796,844,890,0.04688704142086633,2
797,4402,4403,0.04688704142086633,5
798,1915,1954,0.04688704142086633,2
799,1507,1523,0.04688704142086633,2
800,851,4424,0.04688704142086633,3
801,416,419,0.04688704142086633,2
802,1164,4439,0.04688704142086633,4
803,1177,1188,0.04688704142086633,2
804,1498,4444,0.04688704142086633,3
805,1815,1817,0.04688704142086633,2
806,766,775,0.04688704142086633,2
807,1776,1787,0.04688704142086633,2
808,1929,1996,0.04688704142086633,2
809,1182,1190,0.04688704142086633,2
810,1495,1556,0.04688704142086633,2
811,1293,1332,0.04688704142086633,2
812,1595,1606,0.04688704142086633,2
813,1677,5004,0.04688704142086633,3
814,916,979,0.04688704142086633,2
815,1050,4200,0.046887041420866346,3
816,1043,1056,0.046887041420866346,2
817,1151,1175,0.046887041420866346,2
818,1383,4203,0.046887041420866346,4
819,1394,5010,0.046887041420866346,5
820,1434,1469,0.046887041420866346,2
821,1232,1266,0.046887041420866346,2
822,1315,1328,0.046887041420866346,2
823,1463,1486,0.046887041420866346,2
824,1074,1105,0.046887041420866346,2
825,1180,1181,0.046887041420866346,2
826,1605,1613,0.046887041420866346,2
827,1634,1659,0.046887041420866346,2
828,101,126,0.046887041420866346,2
829,109,5020,0.046887041420866346,3
830,656,663,0.046887041420866346,2
831,829,830,0.046887041420866346,2
832,4425,4427,0.046887041420866346,5
833,1226,4430,0.046887041420866346,3
834,4432,4433,0.046887041420866346,5
835,1515,1568,0.046887041420866346,2
836,1403,1408,0.046887041420866346,2
837,1450,1451,0.046887041420866346,2
838,1104,1131,0.046887041420866346,2
839,1249,1272,0.046887041420866346,2
840,1231,1242,0.046887041420866346,2
841,1461,1476,0.046887041420866346,2
842,363,365,0.046887041420866346,2
843,376,397,0.04688704142086636,2
844,610,4978,0.04688704142086636,4
845,853,4194,0.04688704142086636,3
846,922,938,0.04688704142086636,2
847,718,4201,0.04688704142086636,3
848,490,4206,0.04688704142086636,3
849,1386,1395,0.04688704142086636,2
850,65,4233,0.04688704142086636,3
851,159,4236,0.04688704142086636,3
852,164,5043,0.04688704142086636,4
853,325,4238,0.04688704142086636,3
854,563,4246,0.04688704142086636,3
855,584,5046,0.04688704142086636,4
856,1084,1088,0.04688704142086636,2
857,1092,5048,0.04688704142086636,3
858,1458,1488,0.04688704142086636,2
859,1404,4259,0.04688704142086636,3
860,739,755,0.04688704142086636,2
861,946,978,0.04688704142086636,2
862,1083,1095,0.04688704142086636,2
863,20,35,0.04688704142086636,2
864,123,130,0.04688704142086636,2
865,389,4986,0.04688704142086636,3
866,688,694,0.04688704142086636,2
867,807,819,0.04688704142086636,2
868,4400,4988,0.04688704142086636,4
869,4404,4989,0.04688704142086636,7
870,996,1035,0.04688704142086636,2
871,485,4415,0.04688704142086636,3
872,455,5063,0.04688704142086636,4
873,804,825,0.04688704142086636,2
874,447,4423,0.04688704142086636,3
875,1437,1444,0.04688704142086636,2
876,1496,1510,0.04688704142086636,2
877,151,4452,0.04688704142086636,4
878,1903,1958,0.04688704142086636,2
879,1199,1258,0.04688704142086636,2
880,1849,1892,0.04688704142086636,2
881,1446,1489,0.04688704142086636,2
882,1628,1678,0.04688704142086636,2
883,4470,5074,0.04688704142086636,4
884,1709,4473,0.04688704142086636,3
885,1797,1869,0.04688704142086636,2
886,1908,4474,0.04688704142086636,3
887,4476,5078,0.04688704142086636,6
888,1109,1126,0.04688704142086636,2
889,1119,5080,0.04688704142086636,3
890,1285,1317,0.04688704142086636,2
891,254,267,0.04688704142086636,2
892,828,4695,0.04688704142086636,3
893,1210,1220,0.04688704142086636,2
894,652,655,0.046887041420866415,2
895,281,300,0.046887041420866415,2
896,917,4947,0.046887041420866415,3
897,399,4263,0.046887041420866415,3
898,396,4951,0.046887041420866415,4
899,473,4952,0.046887041420866415,4
900,526,4274,0.046887041420866415,3
901,568,593,0.046887041420866415,2
902,660,678,0.046887041420866415,2
903,867,902,0.046887041420866415,2
904,558,588,0.046887041420866415,2
905,642,646,0.046887041420866415,2
906,4393,4962,0.046887041420866415,5
907,322,4963,0.046887041420866415,3
908,949,4965,0.046887041420866415,4
909,1999,2012,0.046887041420866415,2
910,1497,1528,0.046887041420866415,2
911,2038,2050,0.046887041420866415,2
912,2034,2039,0.046887041420866415,2
913,2129,4968,0.046887041420866415,4
914,2550,2611,0.046887041420866415,2
915,2170,2183,0.046887041420866415,2
916,2278,4488,0.046887041420866415,3
917,2585,2590,0.046887041420866415,2
918,2506,2587,0.046887041420866415,2
919,2462,2477,0.046887041420866415,2
920,2762,2769,0.046887041420866415,2
921,2748,2814,0.046887041420866415,2
922,2764,5113,0.046887041420866415,3
923,2634,2636,0.046887041420866415,2
924,2667,2716,0.046887041420866415,2
925,2621,2648,0.046887041420866415,2
926,2728,2763,0.046887041420866415,2
927,440,458,0.046887041420866415,2
928,639,4696,0.046887041420866415,3
929,308,314,0.046887041420866415,2
930,73,96,0.046887041420866415,2
931,185,200,0.046887041420866415,2
932,195,230,0.046887041420866526,2
933,637,648,0.046887041420866526,2
934,92,106,0.046887041420866526,2
935,213,4955,0.04688704142086664,4
936,2130,4317,0.04688704142086664,3
937,1853,4931,0.04688704142086664,3
938,2604,4347,0.04688704142086664,4
939,393,4712,0.04688704142086664,3
940,4714,4715,0.04688704142086664,4
941,691,704,0.04688704142086664,2
942,2119,4932,0.04688704142086664,3
943,77,4289,0.0468870419835109,3
